HF,HST,HY,HR,HPr5MW,HPr5MD,HPr5ML,HTHG,AF,AST,AY,AR,APr5MW,APr5MD,APr5ML,HTAG,RstDayDiff,B365HDstDrw,B365ADstDrw,FTR
0.16666666666666666,0.5,-0.5,1.0,0.0,0.4,0.6000000000000001,0.0,-0.8333333333333334,-0.25,1.0,0.0,0.0,0.2,0.8,0.0,0.5,0.740547285337048,-0.4397582615404399,D
0.6666666666666666,1.0,1.5,0.0,0.4,0.6000000000000001,0.0,0.0,0.3333333333333333,1.25,1.5,0.0,0.2,0.2,0.6000000000000001,0.0,0.0,1.6087751371115178,-0.6524045261669025,A
0.16666666666666666,-0.25,-0.5,0.0,0.4,0.6000000000000001,0.0,1.0,0.3333333333333333,-0.25,-1.0,0.0,0.4,0.6000000000000001,0.0,1.0,-0.5,0.35227277592488737,-0.2143200133276277,D
-0.8333333333333334,0.5,-0.5,0.0,0.2,0.6000000000000001,0.2,0.0,1.1666666666666667,-0.25,0.0,0.0,0.0,0.2,0.8,0.0,-0.5,1.877467623246739,-0.6589566519677178,A
0.5,-0.5,0.5,0.0,0.2,0.0,0.8,0.0,0.3333333333333333,-0.5,-0.5,0.0,0.4,0.2,0.4,0.0,-0.5,-0.09959084182118903,0.1551449787835926,D
1.3333333333333333,0.25,0.0,0.0,0.0,0.4,0.6000000000000001,0.0,1.1666666666666667,0.75,0.5,0.0,0.4,0.0,0.6000000000000001,1.0,0.0,0.14708801253591028,-0.06029926300900771,A
0.5,-1.0,0.5,1.0,0.6000000000000001,0.0,0.4,0.0,2.3333333333333335,0.5,0.5,0.0,0.4,0.6000000000000001,0.0,1.0,0.0,0.49182554191695005,-0.30417628228988314,A
-0.6666666666666666,0.25,0.5,0.0,0.4,0.4,0.2,0.0,1.0,0.25,0.0,0.0,0.0,0.6000000000000001,0.4,1.0,0.5,-0.43207103682423587,0.8162076711872871,D
-0.3333333333333333,-0.5,-1.0,0.0,0.4,0.4,0.2,1.0,1.6666666666666667,0.0,1.5,0.0,0.4,0.6000000000000001,0.0,0.0,0.0,-0.528597545050927,1.2305516265912302,H
0.16666666666666666,-0.5,0.0,0.0,0.4,0.2,0.4,0.0,1.5,-0.25,1.0,0.0,0.2,0.0,0.8,1.0,0.0,0.14708801253591028,-0.017202492450017565,A
-0.16666666666666666,0.25,-0.5,0.0,0.6000000000000001,0.4,0.0,0.0,-0.5,0.0,1.0,0.0,0.4,0.4,0.2,1.0,0.0,0.5439192130234176,0.03818953323903805,D
0.3333333333333333,0.25,-1.0,0.0,0.4,0.2,0.4,0.0,-0.16666666666666666,0.25,-1.0,0.0,0.4,0.6000000000000001,0.0,1.0,0.5,-0.7622933018102843,2.0536991766889328,A
-0.3333333333333333,1.0,-1.0,0.0,0.2,0.8,0.0,2.0,1.1666666666666667,-0.5,2.0,0.0,0.0,0.6000000000000001,0.4,0.0,-0.5,0.4366675372159835,-0.34169582371771023,H
0.5,0.5,0.5,0.0,0.4,0.6000000000000001,0.0,1.0,1.3333333333333333,1.25,0.0,0.0,0.6000000000000001,0.4,0.0,1.0,-0.5,2.753303734656569,-0.8380480905233382,H
-0.3333333333333333,2.0,0.0,0.0,0.4,0.6000000000000001,0.0,3.0,-0.5,-0.5,0.5,0.0,0.2,0.2,0.6000000000000001,0.0,0.0,0.3830416993122662,-0.26874115983026875,H
0.6666666666666666,0.25,0.5,0.0,0.4,0.0,0.6000000000000001,1.0,1.0,-0.25,-0.5,1.0,0.4,0.6000000000000001,0.0,0.0,0.0,-0.06790284669626559,0.10029574386010007,H
0.8333333333333334,-0.5,0.5,0.0,0.0,0.6000000000000001,0.4,0.0,0.5,-0.25,-0.5,0.0,0.6000000000000001,0.0,0.4,0.0,0.0,-0.17574854439033366,0.2758132956152756,D
1.0,-0.25,0.0,0.0,0.4,0.2,0.4,0.0,-0.5,0.0,0.0,0.0,0.4,0.6000000000000001,0.0,0.0,0.0,-0.7622933018102843,2.0536991766889328,D
-0.16666666666666666,0.25,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.16666666666666666,-0.5,0.0,1.0,0.2,0.2,0.6000000000000001,0.0,-1.0,0.9971440365967702,-0.4667609618104669,D
